Checking process _RECO /eos/cms/store/user/cmsbuild/profiling/data/CMSSW_11_3_0_pre3/slc7_amd64_gcc900/23434.21/step3.root.unused and /eos/cms/store/user/cmsbuild/profiling/data/CMSSW_11_3_0_pre4/slc7_amd64_gcc900/23434.21/step3.root.unused (if above 100 or 20%):
        oldB     newB  deltaB  delta% deltaJ%                                                                                                                                                                                                                                                            name
419  80       82       2       3.0      0.00   booledmValueMap_muons_muidTMLastStationOptimizedLowPtTight_RECO.                                                                                                                                                                                              
420  80       83       3       3.6      0.00   booledmValueMap_muons_muidTrackerMuonArbitrated_RECO.                                                                                                                                                                                                         
421  78       82       3       4.3      0.00   booledmValueMap_muons_muidTMOneStationLoose_RECO.                                                                                                                                                                                                             
422  78       78       0       0.0      0.00   CTPPSRecord_onlineMetaDataDigis__RECO.                                                                                                                                                                                                                        
423  78       80       3       3.3      0.00   booledmValueMap_muons_muidTMOneStationTight_RECO.                                                                                                                                                                                                             
424  74       75       1       1.4      0.00   booledmValueMap_muons_muidTMLastStationAngLoose_RECO.                                                                                                                                                                                                         
425  74       76       2       3.3      0.00   booledmValueMap_muons_muidTM2DCompatibilityLoose_RECO.                                                                                                                                                                                                        
426  74       75       1       1.3      0.00   booledmValueMap_muons_muidTMOneStationAngLoose_RECO.                                                                                                                                                                                                          
427  72       72       0       0.4      0.00   booledmValueMap_muons_muidTMOneStationAngTight_RECO.                                                                                                                                                                                                          
428  72       71      -1      -1.2     -0.00   floatedmValueMap_lowPtGsfElectronSeedValueMaps_unbiased_RECO.                                                                                                                                                                                                 
429  72       72       0       0.5      0.00   booledmValueMap_muons_muidTMLastStationAngTight_RECO.                                                                                                                                                                                                         
430  72       74       2       3.1      0.00   booledmValueMap_muons_muidTM2DCompatibilityTight_RECO.                                                                                                                                                                                                        
431  71       70      -1      -1.5     -0.00   floatedmValueMap_rekeyLowPtGsfElectronSeedValueMaps_ptbiased_RECO.                                                                                                                                                                                            
432  71       69      -1      -2.1     -0.00   floatedmValueMap_rekeyLowPtGsfElectronSeedValueMaps_unbiased_RECO.                                                                                                                                                                                            
433  71       71      -1      -1.0     -0.00   floatedmValueMap_lowPtGsfElectronSeedValueMaps_ptbiased_RECO.                                                                                                                                                                                                 
434  70       70       0       0.0      0.00   TotemFEDInfos_ctppsDiamondRawToDigi_TimingDiamond_RECO.                                                                                                                                                                                                       
435  69       69       0       0.0      0.00   L1AcceptBunchCrossings_scalersRawToDigi__RECO.                                                                                                                                                                                                                
436  68       68       0       0.0      0.00   TotemFEDInfos_totemRPRawToDigi_TrackingStrip_RECO.                                                                                                                                                                                                            
437  67       65      -1      -1.9     -0.00   floatedmValueMap_lowPtGsfElectronID__RECO.                                                                                                                                                                                                                    
438  53       53       0      -0.1     -0.00   booledmValueMap_muons_muidTMLastStationTight_RECO.                                                                                                                                                                                                            
439  53       53       0       0.0      0.00   booledmValueMap_muons_muidTMLastStationLoose_RECO.                                                                                                                                                                                                            
440  50       49      -1      -1.9     -0.00   booledmValueMap_muons_muidRPCMuLoose_RECO.                                                                                                                                                                                                                    
441  47       47       0       0.0      0.00   booledmValueMap_muons_muidGlobalMuonPromptTight_RECO.                                                                                                                                                                                                         
442  47       47       0       0.2      0.00   booledmValueMap_muons_muidGMStaChiCompatibility_RECO.                                                                                                                                                                                                         
443  46       46       0       0.0      0.00   booledmValueMap_muons_muidGMTkChiCompatibility_RECO.                                                                                                                                                                                                          
444  45       45       0       0.2      0.00   booledmValueMap_muons_muidGMTkKinkTight_RECO.                                                                                                                                                                                                                 
445  44       43       0      -0.2     -0.00   booledmValueMap_muons_muidAllArbitrated_RECO.                                                                                                                                                                                                                 
446  38       38       0       0.0      0.00   intedmValueMap_dedxHitInfo_prescale_RECO.                                                                                                                                                                                                                     
447  35       35       0       0.0      0.00   recoPreshowerClusterShapes_multi5x5PreshowerClusterShape_multi5x5PreshowerYClustersShape_RECO.                                                                                                                                                                
448  35       35       0      -0.7     -0.00   floatedmValueMap_ak8PFJetsPuppiSoftDropMass__RECO.                                                                                                                                                                                                            
449  35       35       0       0.0      0.00   recoPreshowerClusterShapes_multi5x5PreshowerClusterShape_multi5x5PreshowerXClustersShape_RECO.                                                                                                                                                                
450  34       34       0       0.0      0.00   double_fixedGridRhoFastjetCentralChargedPileUp__RECO.                                                                                                                                                                                                         
451  33       33       0       0.0      0.00   double_fixedGridRhoFastjetCentralNeutral__RECO.                                                                                                                                                                                                               
452  33       33       0       0.0      0.00   recoPreshowerClusters_multi5x5SuperClustersWithPreshower_preshowerYClusters_RECO.                                                                                                                                                                             
453  33       33       0       0.0      0.00   recoPreshowerClusters_multi5x5SuperClustersWithPreshower_preshowerXClusters_RECO.                                                                                                                                                                             
454  32       32       0       0.0      0.00   double_fixedGridRhoFastjetCentral__RECO.                                                                                                                                                                                                                      
455  32       32       0      -0.2     -0.00   booledmValueMap_PhotonIDProd_PhotonCutBasedIDLooseEM_RECO.                                                                                                                                                                                                    
456  32       32       0       0.0      0.00   double_fixedGridRhoFastjetAllTmp__RECO.                                                                                                                                                                                                                       
457  32       32       0      -1.2     -0.00   booledmValueMap_PhotonIDProdGED_PhotonCutBasedIDLooseEM_RECO.                                                                                                                                                                                                 
458  32       32       0      -1.3     -0.00   booledmValueMap_PhotonIDProdGED_PhotonCutBasedIDTight_RECO.                                                                                                                                                                                                   
459  32       32       0      -1.3     -0.00   booledmValueMap_PhotonIDProdGED_PhotonCutBasedIDLoose_RECO.                                                                                                                                                                                                   
460  32       32       0      -0.2     -0.00   booledmValueMap_PhotonIDProd_PhotonCutBasedIDTight_RECO.                                                                                                                                                                                                      
461  32       32       0       0.0      0.00   double_fixedGridRhoFastjetCentralCalo__RECO.                                                                                                                                                                                                                  
462  32       32       0       0.0      0.00   double_fixedGridRhoFastjetAllCalo__RECO.                                                                                                                                                                                                                      
463  32       32       0      -0.2     -0.00   booledmValueMap_PhotonIDProd_PhotonCutBasedIDLoose_RECO.                                                                                                                                                                                                      
464  31       31       0       0.0      0.00   double_fixedGridRhoFastjetAll__RECO.                                                                                                                                                                                                                          
465  30       30       0      -0.9     -0.00   floatedmValueMap_eidTight__RECO.                                                                                                                                                                                                                              
466  30       30       0      -1.5     -0.00   floatedmValueMap_eidLoose__RECO.                                                                                                                                                                                                                              
467  30       30       0      -0.4     -0.00   floatedmValueMap_eidRobustLoose__RECO.                                                                                                                                                                                                                        
468  30       29       0      -1.1     -0.00   floatedmValueMap_eidRobustTight__RECO.                                                                                                                                                                                                                        
469  30       30       0       0.1      0.00   floatedmValueMap_eidRobustHighEnergy__RECO.                                                                                                                                                                                                                   
470  29       29       0       0.0      0.00   CTPPSPixelDigiedmDetSetVector_ctppsPixelDigis__RECO.                                                                                                                                                                                                          
471  28       28       0       0.0      0.00   L1GlobalTriggerReadoutRecord_gtDigis__RECO.                                                                                                                                                                                                                   
472  28       28       0       0.0      0.00   edmTriggerResults_TriggerResults__RECO.                                                                                                                                                                                                                       
473  27       27       0       0.0      0.00   doubles_ak8PFJetsPuppiSoftDrop_rhos_RECO.                                                                                                                                                                                                                     
474  27       27       0       0.0      0.00   doubles_ak8PFJetsPuppiSoftDrop_sigmas_RECO.                                                                                                                                                                                                                   
475  27       27       0      -0.3     -0.00   double_fixedGridRhoAll__RECO.                                                                                                                                                                                                                                 
476  26       26       0       0.0      0.00   doubles_ak8PFJetsPuppi_sigmas_RECO.                                                                                                                                                                                                                           
477  26       26       0       0.0      0.00   doubles_ak8PFJetsPuppi_rhos_RECO.                                                                                                                                                                                                                             
478  26       26       0       0.0      0.00   doubles_ak4PFJetsPuppi_rhos_RECO.                                                                                                                                                                                                                             
479  26       26       0       0.0      0.00   doubles_ak4PFJetsPuppi_sigmas_RECO.                                                                                                                                                                                                                           
480  26       26       0       0.0      0.00   doubles_ak4PFJetsCHS_sigmas_RECO.                                                                                                                                                                                                                             
481  25       25       0       0.0      0.00   double_ak8PFJetsPuppiSoftDrop_sigma_RECO.                                                                                                                                                                                                                     
482  25       25       0       0.0      0.00   doubles_ak4PFJetsCHS_rhos_RECO.                                                                                                                                                                                                                               
483  25       25       0       0.0      0.00   double_ak8PFJetsPuppiSoftDrop_rho_RECO.                                                                                                                                                                                                                       
484  24       24       0       0.0      0.00   double_ak8PFJetsPuppi_sigma_RECO.                                                                                                                                                                                                                             
485  24       24       0       0.0      0.00   double_ak4PFJetsPuppi_sigma_RECO.                                                                                                                                                                                                                             
486  23       23       0       0.0      0.00   double_ak4PFJetsCHS_rho_RECO.                                                                                                                                                                                                                                 
487  23       23       0       0.0      0.00   double_ak4PFJets_sigma_RECO.                                                                                                                                                                                                                                  
488  23       23       0       0.0      0.00   double_ak8PFJetsPuppi_rho_RECO.                                                                                                                                                                                                                               
489  23       23       0       0.0      0.00   double_ak4PFJetsPuppi_rho_RECO.                                                                                                                                                                                                                               
490  23       23       0       0.0      0.00   double_ak4CaloJets_sigma_RECO.                                                                                                                                                                                                                                
491  23       23       0       0.0      0.00   double_ak4CaloJets_rho_RECO.                                                                                                                                                                                                                                  
492  23       23       0       0.0      0.00   double_ak4PFJets_rho_RECO.                                                                                                                                                                                                                                    
493  23       23       0       0.0      0.00   double_ak4PFJetsCHS_sigma_RECO.                                                                                                                                                                                                                               
 ========= Summary ================================
         oldB      newB  deltaB  delta%          name
494  19140614  19105924  -34690    -0.2   ALLBRANCHES
